id,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,number_of_reviews_ltm,host_is_superhost,accommodates,bedrooms,beds,review_scores_rating,instant_bookable,log_price
1438273380396402725,Centro Storico,43.76371779999999,11.261344,Entire home/apt,1613.0,0,0,t,8.0,4.0,4.0,,f,7.385851078125209
1438502358271748367,Centro Storico,43.7745094680203,11.269096154719591,Entire home/apt,9358.0,0,0,f,2.0,1.0,1.0,,t,9.143986871426161
1438505411036741442,Centro Storico,43.78353730000001,11.2319627,Entire home/apt,93.0,16,16,f,4.0,1.0,2.0,4.94,t,4.532599493153256
1438533968869828621,Isolotto Legnaia,43.770145,11.2238007,Entire home/apt,131.0,15,15,f,6.0,2.0,3.0,5.0,t,4.875197323201151
1438907726235956219,Centro Storico,43.7651014,11.2451533,Entire home/apt,142.0,0,0,,4.0,1.0,2.0,,t,4.955827057601261
1438940326253053426,Campo di Marte,43.7842207,11.2815656,Entire home/apt,77.0,1,1,f,4.0,1.0,2.0,5.0,t,4.343805421853684
1439068447945485419,Isolotto Legnaia,43.77496763069763,11.231685541570188,Entire home/apt,83.0,17,17,f,6.0,2.0,4.0,4.65,t,4.418840607796598
1439114043614506658,Centro Storico,43.77657,11.25613,Entire home/apt,231.0,20,20,f,5.0,2.0,3.0,4.95,t,5.442417710521793
1439574715832214338,Centro Storico,43.76864,11.24499,Entire home/apt,252.0,0,0,f,10.0,5.0,10.0,,f,5.529429087511423
1439625849129078135,Centro Storico,43.7703664,11.2615268,Entire home/apt,133.0,7,7,f,2.0,1.0,1.0,4.71,t,4.890349128221754
1439640298898129708,Centro Storico,43.77747,11.26201,Entire home/apt,197.0,22,22,f,4.0,2.0,2.0,4.82,t,5.2832037287379885
1439646925251342984,Centro Storico,43.77563,11.26311,Entire home/apt,211.0,22,22,f,4.0,2.0,2.0,5.0,t,5.351858133476067
1439667310873240901,Centro Storico,43.77224,11.26236,Entire home/apt,591.0,0,0,f,8.0,5.0,8.0,,f,6.3818160174060985
1439729303522412487,Centro Storico,43.76821,11.26748,Entire home/apt,151.0,3,3,f,4.0,2.0,3.0,4.33,t,5.017279836814924
1439832106227071064,Centro Storico,43.779612,11.251788,Entire home/apt,121.0,5,5,f,6.0,2.0,3.0,5.0,f,4.795790545596741
1439845735372543354,Centro Storico,43.7696383,11.2611449,Entire home/apt,168.0,12,12,t,6.0,2.0,3.0,4.75,t,5.123963979403259
1439899924410637669,Centro Storico,43.7743955,11.2517704,Entire home/apt,125.0,5,5,f,3.0,1.0,1.0,5.0,t,4.8283137373023015
1439917653802475050,Centro Storico,43.77555538220347,11.24027979607868,Entire home/apt,96.0,11,11,f,4.0,1.0,2.0,5.0,f,4.564348191467836
1440178174468501721,Rifredi,43.793295112386126,11.23875394180299,Entire home/apt,124.0,0,0,f,4.0,1.0,1.0,,t,4.820281565605037
1440324583355631101,Centro Storico,43.78486,11.22805,Entire home/apt,51.0,0,0,f,4.0,2.0,4.0,,f,3.9318256327243257
1440342894376909017,Centro Storico,43.78758,11.23009,Entire home/apt,9429.0,0,0,f,4.0,1.0,2.0,,t,9.151545325465678
1440360711272505098,Campo di Marte,43.77639,11.30238,Entire home/apt,56.0,0,0,f,2.0,1.0,1.0,,t,4.02535169073515
1440367719500354316,Centro Storico,43.7754905,11.2564602,Entire home/apt,112.0,15,15,f,4.0,1.0,2.0,4.47,t,4.718498871295094
1440371078226494356,Centro Storico,43.7716626,11.2656973,Entire home/apt,81.0,6,6,f,2.0,1.0,1.0,3.67,t,4.394449154672439
1440377750126740188,Centro Storico,43.76907689999999,11.25456,Entire home/apt,238.0,10,10,t,4.0,1.0,2.0,4.9,t,5.472270673671475
1440403717786306032,Centro Storico,43.77362,11.25743,Entire home/apt,278.0,4,4,f,4.0,2.0,2.0,5.0,t,5.627621113690637
1440406035671342102,Centro Storico,43.76949,11.2627,Entire home/apt,116.0,0,0,f,4.0,1.0,2.0,,f,4.7535901911063645
1440407032770623825,Isolotto Legnaia,43.7751278,11.2296667,Entire home/apt,77.0,8,8,t,2.0,1.0,1.0,4.75,t,4.343805421853684
1440411087644453716,Centro Storico,43.76023,11.24003,Entire home/apt,192.0,0,0,f,6.0,3.0,5.0,,f,5.2574953720277815
1440433791299173424,Centro Storico,43.7775104,11.2622878,Entire home/apt,152.0,0,0,f,6.0,2.0,3.0,,f,5.0238805208462765
1440453978035587378,Centro Storico,43.77961,11.25179,Entire home/apt,101.0,5,5,f,4.0,1.0,2.0,5.0,f,4.61512051684126
1440470714641877891,Rifredi,43.7911919,11.2434075,Entire home/apt,121.0,3,3,f,2.0,1.0,3.0,5.0,t,4.795790545596741
1440515558051620000,Centro Storico,43.7710947,11.255191,Entire home/apt,990.0,0,0,f,4.0,2.0,2.0,,t,6.897704943128636
1440525384894298375,Centro Storico,43.7645652,11.2662612,Entire home/apt,155.0,24,24,t,6.0,3.0,3.0,4.96,t,5.043425116919247
1440571339255307702,Centro Storico,43.7695507,11.2617065,Entire home/apt,137.0,0,0,f,4.0,1.0,2.0,,t,4.919980925828125
1440581801430313408,Centro Storico,43.77732,11.25463,Entire home/apt,243.0,20,20,f,6.0,3.0,3.0,4.95,t,5.493061443340548
1440582689375857852,Campo di Marte,43.7901324566902,11.27766795090125,Entire home/apt,2208.0,0,0,f,6.0,3.0,4.0,,f,7.699842407396986
1441125243488245322,Centro Storico,43.76764,11.26465,Entire home/apt,86.0,0,0,f,2.0,1.0,1.0,,t,4.454347296253507
1441137174574848627,Isolotto Legnaia,43.7677264,11.2387303,Entire home/apt,65.0,2,2,f,2.0,1.0,2.0,5.0,f,4.174387269895637
1441138505748215273,Centro Storico,43.7691465,11.2605846,Entire home/apt,143.0,1,1,f,2.0,1.0,1.0,5.0,t,4.962844630259907
1441179302666327242,Centro Storico,43.77407,11.25407,Entire home/apt,159.0,12,12,,4.0,2.0,2.0,5.0,t,5.0689042022202315
1441191382764275689,Centro Storico,43.7681741,11.2580147,Entire home/apt,173.0,4,4,f,4.0,2.0,4.0,4.25,t,5.153291594497779
1441249164403382168,Centro Storico,43.7700493,11.2630734,Entire home/apt,910.0,2,2,f,2.0,1.0,1.0,5.0,t,6.813444599510896
1441284242128688165,Campo di Marte,43.77403762497204,11.293800389697829,Entire home/apt,50.0,1,1,f,2.0,1.0,1.0,5.0,f,3.912023005428146
1441297583763518914,Centro Storico,43.77452,11.25702,Entire home/apt,480.0,0,0,f,8.0,2.0,4.0,,f,6.173786103901937
1441320250385301825,Centro Storico,43.76981773412511,11.2639935154447,Entire home/apt,174.0,2,2,f,2.0,1.0,1.0,5.0,t,5.159055299214529
1441323621121134109,Isolotto Legnaia,43.77315,11.22176,Entire home/apt,156.0,9,9,t,6.0,2.0,3.0,5.0,f,5.049856007249537
1441362966459510305,Centro Storico,43.7660085869161,11.249663611317931,Entire home/apt,218.0,3,3,f,6.0,2.0,3.0,5.0,t,5.384495062789089
1441379215562963867,Centro Storico,43.7667544,11.2628865,Entire home/apt,178.0,13,13,t,4.0,1.0,2.0,5.0,t,5.181783550292085
1441838086861729047,Centro Storico,43.7681741,11.2580147,Entire home/apt,168.0,1,1,f,4.0,2.0,4.0,4.0,t,5.123963979403259
1441897023573832096,Centro Storico,43.76926,11.25862,Entire home/apt,267.0,0,0,f,5.0,3.0,5.0,,t,5.58724865840025
1441918984383942259,Centro Storico,43.7712,11.24887,Entire home/apt,141.0,0,0,,4.0,1.0,1.0,,t,4.948759890378168
1441966324833567819,Centro Storico,43.7879663,11.231836,Entire home/apt,176.0,0,0,,8.0,4.0,4.0,,t,5.170483995038151
1441988402590086589,Centro Storico,43.78579,11.24028,Entire home/apt,114.0,1,1,,4.0,2.0,2.0,5.0,t,4.736198448394496
1442075747595506725,Centro Storico,43.762561100172256,11.24102007301635,Entire home/apt,123.0,6,6,f,4.0,1.0,2.0,4.83,t,4.812184355372417
1442231426129576764,Isolotto Legnaia,43.7673996271214,11.221140410608546,Entire home/apt,93.0,1,1,f,5.0,2.0,3.0,5.0,f,4.532599493153256
1442537737866760496,Centro Storico,43.77365770000001,11.2504591,Entire home/apt,135.0,3,3,f,2.0,1.0,1.0,5.0,t,4.90527477843843
1442540696856241606,Centro Storico,43.77146014227776,11.26116843194658,Entire home/apt,288.0,2,2,,5.0,3.0,3.0,5.0,t,5.662960480135946
1442585054387133041,Centro Storico,43.7757,11.2454,Entire home/apt,114.0,3,3,f,4.0,2.0,3.0,5.0,t,4.736198448394496
1442680131845172027,Centro Storico,43.76596989999999,11.2546492,Entire home/apt,184.0,0,0,f,2.0,1.0,1.0,,t,5.214935757608986
1442695361902376836,Isolotto Legnaia,43.77059393419286,11.23365995428351,Entire home/apt,177.0,4,4,f,7.0,4.0,4.0,5.0,t,5.176149732573829
1442780614517935232,Centro Storico,43.7784495,11.2528228,Entire home/apt,129.0,2,2,f,3.0,2.0,2.0,5.0,t,4.859812404361672
1442810231273217249,Campo di Marte,43.7703369,11.2739055,Entire home/apt,144.0,0,0,f,4.0,1.0,1.0,,t,4.969813299576001
1442813308666252043,Isolotto Legnaia,43.76976,11.22514,Private room,59.0,7,7,t,2.0,1.0,1.0,4.71,t,4.07753744390572
1442847637560287418,Isolotto Legnaia,43.7679311,11.1993148,Entire home/apt,110.0,4,4,f,6.0,2.0,4.0,5.0,f,4.700480365792417
1443296038717873858,Centro Storico,43.7681191,11.2579959,Entire home/apt,338.0,9,9,t,4.0,2.0,2.0,5.0,f,5.823045895483019
1443425679168366278,Centro Storico,43.75939289999999,11.2418854,Entire home/apt,111.0,4,4,f,4.0,1.0,2.0,5.0,t,4.709530201312334
1443487642684349735,Isolotto Legnaia,43.77337740000001,11.2335729,Entire home/apt,125.0,2,2,f,4.0,1.0,1.0,5.0,f,4.8283137373023015
1443529337840935542,Centro Storico,43.77726496550161,11.2528843577854,Entire home/apt,144.0,11,11,t,4.0,1.0,1.0,5.0,t,4.969813299576001
1443667421341785715,Campo di Marte,43.7837186,11.2924204,Entire home/apt,109.0,4,4,f,4.0,2.0,4.0,5.0,t,4.6913478822291435
1443753338307800749,Rifredi,43.79402,11.23745,Entire home/apt,152.0,0,0,f,4.0,1.0,4.0,,t,5.0238805208462765
1444163441054988893,Centro Storico,43.76915,11.26206,Private room,54.0,4,4,f,1.0,1.0,1.0,4.75,t,3.9889840465642745
1444167443928773709,Centro Storico,43.76962,11.26053,Private room,68.0,2,2,f,2.0,1.0,1.0,4.0,t,4.219507705176107
1444169137263650774,Centro Storico,43.76995,11.26222,Private room,70.0,6,6,f,3.0,1.0,2.0,3.5,t,4.248495242049359
1444183904088386506,Centro Storico,43.76624,11.24904,Private room,132.0,10,10,f,2.0,1.0,1.0,4.5,t,4.882801922586371
1444660102432797046,Centro Storico,43.77044629495498,11.26481963372954,Entire home/apt,149.0,24,24,t,2.0,1.0,1.0,5.0,t,5.003946305945459
1444666639599879401,Centro Storico,43.77093,11.26402,Entire home/apt,123.0,1,1,t,5.0,1.0,2.0,3.0,t,4.812184355372417
1444733522989725587,Centro Storico,43.762565892921806,11.24168636403199,Entire home/apt,440.0,7,7,f,9.0,4.0,4.0,5.0,t,6.0867747269123065
1444777175735012426,Centro Storico,43.7756462,11.2552575,Entire home/apt,221.0,7,7,f,3.0,1.0,1.0,4.71,t,5.3981627015177525
1444843851250330798,Centro Storico,43.7740866,11.246423,Entire home/apt,135.0,1,1,f,2.0,1.0,1.0,5.0,t,4.90527477843843
1444849066784742970,Centro Storico,43.77733,11.2522,Entire home/apt,96.0,0,0,f,7.0,1.0,4.0,,t,4.564348191467836
1444864183858013892,Centro Storico,43.77239,11.2629,Entire home/apt,147.0,0,0,f,5.0,1.0,3.0,,t,4.990432586778736
1444965612500877094,Centro Storico,43.76636,11.25239,Entire home/apt,250.0,16,16,f,2.0,1.0,1.0,4.94,t,5.521460917862246
1445376862365239185,Centro Storico,43.76669,11.24976,Entire home/apt,118.0,15,15,,4.0,1.0,1.0,4.87,t,4.770684624465665
1445440057710127465,Centro Storico,43.7749751,11.2644155,Entire home/apt,194.0,3,3,f,4.0,2.0,4.0,5.0,t,5.267858159063328
1445483446385770892,Centro Storico,43.78307377021375,11.241572250835414,Entire home/apt,123.0,0,0,f,6.0,2.0,4.0,,f,4.812184355372417
1445491699971914383,Centro Storico,43.7594967,11.2414839,Entire home/apt,146.0,2,2,f,2.0,1.0,1.0,5.0,t,4.983606621708336
1445511331726600218,Isolotto Legnaia,43.7666675,11.2104124,Entire home/apt,90.0,0,0,f,6.0,2.0,3.0,,t,4.499809670330265
1445540606685687296,Campo di Marte,43.78817,11.27173,Entire home/apt,82.0,1,1,f,4.0,1.0,2.0,4.0,t,4.406719247264253
1445559239637247895,Centro Storico,43.77772059999999,11.2549143,Entire home/apt,164.0,0,0,f,4.0,1.0,1.0,,t,5.099866427824199
1445566997598698442,Campo di Marte,43.78418935091986,11.266753412783146,Entire home/apt,95.0,7,7,f,4.0,2.0,2.0,4.57,f,4.553876891600541
1445701008743447618,Centro Storico,43.77102,11.26548,Entire home/apt,139.0,0,0,,5.0,2.0,5.0,,f,4.9344739331306915
1445707575918672470,Centro Storico,43.76843017929532,11.25745541758269,Entire home/apt,230.0,27,27,f,5.0,2.0,2.0,4.93,t,5.438079308923196
1445816920759566743,Centro Storico,43.77436,11.24292,Private room,104.0,22,22,,2.0,1.0,1.0,5.0,t,4.6443908991413725
1446242034865678851,Rifredi,43.78771111291111,11.226467303931711,Entire home/apt,67.0,3,3,f,3.0,1.0,1.0,5.0,f,4.204692619390966
1446315507255271267,Centro Storico,43.7841751,11.2402164,Entire home/apt,160.0,0,0,f,4.0,2.0,2.0,,t,5.075173815233827
1446320319429735437,Rifredi,43.7864662,11.2496782,Private room,105.0,1,1,t,2.0,1.0,1.0,5.0,t,4.653960350157523
1446332337101604809,Centro Storico,43.7666346,11.2629662,Entire home/apt,120.0,7,7,t,5.0,2.0,3.0,5.0,t,4.787491742782046
1446341181145797351,Campo di Marte,43.77992,11.26886,Entire home/apt,145.0,8,8,,2.0,1.0,1.0,5.0,t,4.976733742420574
1446346929160509519,Isolotto Legnaia,43.76991,11.20541,Entire home/apt,102.0,5,5,f,3.0,2.0,2.0,5.0,f,4.624972813284271
1446361017340322155,Centro Storico,43.7679333,11.2570676,Entire home/apt,124.0,3,3,f,6.0,3.0,4.0,4.67,t,4.820281565605037
1446518384364848668,Campo di Marte,43.77641,11.26914,Entire home/apt,77.0,20,20,f,2.0,1.0,1.0,4.25,t,4.343805421853684
1446529268264950670,Centro Storico,43.77991,11.24241,Private room,72.0,0,0,f,2.0,1.0,1.0,,t,4.276666119016055
1446531710244236989,Centro Storico,43.78141,11.24249,Private room,76.0,1,1,f,2.0,1.0,1.0,5.0,t,4.330733340286331
1446533416574484963,Campo di Marte,43.77563,11.28859,Entire home/apt,72.0,2,2,f,4.0,1.0,1.0,5.0,f,4.276666119016055
1446554064563101564,Centro Storico,43.77385,11.26406,Entire home/apt,173.0,0,0,t,6.0,2.0,2.0,,t,5.153291594497779
1446873862337257742,Centro Storico,43.77209541833715,11.26373038570556,Entire home/apt,99.0,9,9,t,4.0,1.0,1.0,4.67,t,4.59511985013459
1446877487869123491,Centro Storico,43.7642927,11.2610695,Entire home/apt,200.0,8,8,f,5.0,2.0,3.0,4.38,t,5.298317366548036
1446931253344546595,Centro Storico,43.76573519999999,11.2439768,Entire home/apt,138.0,8,8,t,4.0,2.0,2.0,4.88,t,4.927253685157205
1446933046991154141,Centro Storico,43.7742381,11.2581002,Entire home/apt,178.0,10,10,t,4.0,2.0,2.0,5.0,t,5.181783550292085
1446957557120161794,Centro Storico,43.77365770000001,11.2504591,Entire home/apt,117.0,0,0,f,2.0,1.0,1.0,,t,4.762173934797756
1446962152192973643,Centro Storico,43.7825457,11.2594263,Entire home/apt,276.0,7,7,t,5.0,2.0,3.0,5.0,t,5.62040086571715
1447034219348314033,Gavinana Galluzzo,43.76339,11.280487,Entire home/apt,91.0,6,6,f,3.0,2.0,2.0,5.0,t,4.51085950651685
1447035641482139597,Centro Storico,43.76578,11.24889,Entire home/apt,147.0,1,1,f,5.0,2.0,3.0,5.0,t,4.990432586778736
1447061463784430676,Centro Storico,43.76780273049844,11.250657951312272,Entire home/apt,177.0,0,0,f,5.0,2.0,4.0,,t,5.176149732573829
1447071724675074198,Centro Storico,43.77188,11.26447,Entire home/apt,101.0,14,14,t,4.0,1.0,2.0,4.86,t,4.61512051684126
1447083043355345769,Centro Storico,43.7711388,11.2424889,Entire home/apt,200.0,0,0,,2.0,1.0,1.0,,t,5.298317366548036
1447167516535490212,Isolotto Legnaia,43.7745,11.22102,Entire home/apt,83.0,0,0,f,4.0,2.0,1.0,,f,4.418840607796598
1447401777421547374,Campo di Marte,43.78394,11.26374,Entire home/apt,219.0,0,0,t,8.0,2.0,4.0,,t,5.389071729816501
1447590682877552929,Centro Storico,43.76662,11.25431,Entire home/apt,9000.0,2,2,f,4.0,1.0,2.0,5.0,t,9.104979856318357
1447627222355452901,Centro Storico,43.7642246,11.2612665,Entire home/apt,199.0,2,2,t,2.0,1.0,1.0,5.0,t,5.293304824724492
1447684418115647930,Isolotto Legnaia,43.77157980433984,11.22504040215341,Entire home/apt,103.0,0,0,f,4.0,1.0,2.0,,t,4.634728988229636
1447703662713822221,Centro Storico,43.768591347866206,11.253636740148067,Entire home/apt,343.0,4,4,,6.0,3.0,4.0,5.0,f,5.8377304471659395
1447713407563435915,Rifredi,43.7891485,11.2445106,Entire home/apt,236.0,0,0,f,4.0,1.0,2.0,,t,5.4638318050256105
1447803565776380870,Centro Storico,43.76837390000001,11.2693028,Entire home/apt,178.0,3,3,t,4.0,2.0,2.0,5.0,t,5.181783550292085
1447907813127983617,Centro Storico,43.77587,11.25883,Entire home/apt,144.0,3,3,f,6.0,3.0,3.0,5.0,t,4.969813299576001
1448526577213849368,Campo di Marte,43.784742053649886,11.264755167580832,Entire home/apt,157.0,1,1,t,4.0,1.0,3.0,5.0,t,5.056245805348308
1448770866494012893,Gavinana Galluzzo,43.7488985053097,11.23662281781435,Entire home/apt,120.0,6,6,t,5.0,1.0,4.0,5.0,t,4.787491742782046
1448860238562753117,Centro Storico,43.76904560000001,11.2575065,Entire home/apt,100.0,14,14,f,2.0,1.0,1.0,4.71,t,4.605170185988092
1449115675531676894,Centro Storico,43.77322798385054,11.25547664180298,Entire home/apt,1224.0,0,0,t,5.0,2.0,3.0,,f,7.1098794630722715
1449190028101591784,Gavinana Galluzzo,43.75213,11.28839,Entire home/apt,101.0,0,0,f,4.0,1.0,1.0,,f,4.61512051684126
1449276227350286698,Rifredi,43.79604,11.24257,Entire home/apt,93.0,31,31,f,7.0,3.0,4.0,4.68,t,4.532599493153256
1449555267510376236,Centro Storico,43.77815,11.25608,Entire home/apt,131.0,26,26,f,2.0,1.0,1.0,4.62,t,4.875197323201151
1449870162440852114,Rifredi,43.803052952863325,11.241404861211777,Entire home/apt,65.0,0,0,f,2.0,1.0,1.0,,f,4.174387269895637
1449927158733636121,Isolotto Legnaia,43.77187,11.22427,Entire home/apt,84.0,0,0,f,2.0,1.0,1.0,,f,4.430816798843313
1449960739858812520,Campo di Marte,43.768790230878,11.290115122836246,Entire home/apt,90.0,2,2,t,2.0,1.0,1.0,5.0,t,4.499809670330265
1449966868664373197,Centro Storico,43.76636476867568,11.254422109743716,Entire home/apt,280.0,10,10,t,6.0,2.0,4.0,4.8,t,5.634789603169249
1450034796505628035,Centro Storico,43.77564,11.25792,Entire home/apt,83.0,4,4,t,4.0,1.0,2.0,5.0,f,4.418840607796598
1450116220407964118,Centro Storico,43.771762012388194,11.249299943447111,Entire home/apt,120.0,15,15,f,4.0,1.0,3.0,4.93,t,4.787491742782046
1450507796825756675,Centro Storico,43.76669,11.25447,Entire home/apt,174.0,6,6,t,4.0,1.0,2.0,4.83,t,5.159055299214529
1450535123886665430,Rifredi,43.79765,11.24104,Private room,87.0,3,3,,2.0,1.0,1.0,5.0,t,4.465908118654584
1450542922253669193,Rifredi,43.7982,11.23916,Private room,71.0,0,0,,2.0,1.0,1.0,,t,4.2626798770413155
1450552595168484061,Rifredi,43.79949,11.23937,Private room,98.0,4,4,,2.0,1.0,1.0,5.0,t,4.584967478670572
1450554220839880010,Centro Storico,43.76730209999999,11.2450069,Entire home/apt,114.0,0,0,f,2.0,1.0,3.0,,t,4.736198448394496
1450557286176217514,Rifredi,43.7979,11.24079,Private room,83.0,4,4,,2.0,1.0,1.0,4.75,t,4.418840607796598
1450562895112772926,Rifredi,43.79798,11.2392,Private room,87.0,1,1,,2.0,1.0,1.0,5.0,t,4.465908118654584
1450568961076901221,Rifredi,43.7999,11.2411,Private room,74.0,6,6,,1.0,1.0,1.0,5.0,t,4.30406509320417
1450650452854148849,Centro Storico,43.77321,11.26416,Private room,127.0,10,10,t,2.0,1.0,1.0,4.9,t,4.844187086458591
1450717094799663429,Centro Storico,43.772935593618485,11.249047249308822,Entire home/apt,676.0,3,3,t,9.0,4.0,5.0,5.0,t,6.516193076042964
1450730648961502279,Centro Storico,43.76702,11.2527057,Entire home/apt,152.0,1,1,,2.0,1.0,1.0,5.0,t,5.0238805208462765
1450746882200711275,Campo di Marte,43.7895366602657,11.27248839083594,Entire home/apt,96.0,0,0,t,4.0,1.0,2.0,,t,4.564348191467836
1451287809306114602,Isolotto Legnaia,43.77085,11.23797,Entire home/apt,83.0,0,0,f,2.0,1.0,1.0,,f,4.418840607796598
1451319566149471541,Gavinana Galluzzo,43.76272,11.27321,Entire home/apt,229.0,2,2,,4.0,1.0,1.0,5.0,t,5.43372200355424
1451400430008808130,Gavinana Galluzzo,43.76269,11.28034,Entire home/apt,73.0,5,5,t,4.0,2.0,2.0,4.8,f,4.290459441148391
1451464197416680944,Centro Storico,43.77382,11.25643,Entire home/apt,102.0,6,6,t,4.0,1.0,1.0,5.0,t,4.624972813284271
1451630488228912839,Gavinana Galluzzo,43.7499647,11.2260423,Entire home/apt,170.0,3,3,t,4.0,1.0,2.0,5.0,t,5.135798437050262
1451964428141130887,Centro Storico,43.7798524,11.2639774,Entire home/apt,146.0,0,0,f,4.0,3.0,4.0,,t,4.983606621708336
1451969914134227930,Rifredi,43.79772,11.22145,Private room,86.0,11,11,f,2.0,1.0,1.0,4.45,t,4.454347296253507
1452022282046376311,Centro Storico,43.7798524,11.2639774,Entire home/apt,126.0,0,0,f,3.0,3.0,3.0,,t,4.836281906951478
1452052219002714510,Centro Storico,43.78073,11.26137,Entire home/apt,605.0,0,0,t,4.0,2.0,2.0,,t,6.405228458030842
1452120307897282624,Centro Storico,43.774051,11.2544936,Entire home/apt,224.0,0,0,f,2.0,1.0,2.0,,t,5.4116460518550396
1452223614337382262,Centro Storico,43.76879,11.25849,Entire home/apt,400.0,0,0,t,4.0,2.0,2.0,,t,5.991464547107982
1452242108316026431,Rifredi,43.78845875795903,11.224308125674725,Entire home/apt,116.0,1,1,t,4.0,2.0,2.0,5.0,f,4.7535901911063645
1452692089043656842,Centro Storico,43.78077,11.25311,Entire home/apt,232.0,6,6,,6.0,3.0,3.0,5.0,t,5.44673737166631
1452696603210768474,Centro Storico,43.77469673084525,11.254620105028152,Entire home/apt,168.0,0,0,f,6.0,3.0,3.0,,t,5.123963979403259
1452722657838390841,Centro Storico,43.7675626,11.2524352,Entire home/apt,308.0,0,0,t,3.0,2.0,2.0,,t,5.730099782973574
1452729496975207856,Centro Storico,43.7708492,11.2501515,Entire home/apt,95.0,6,6,f,2.0,1.0,1.0,3.83,t,4.553876891600541
1452735700039870686,Centro Storico,43.77147,11.2542,Entire home/apt,164.0,3,3,f,4.0,1.0,2.0,3.33,t,5.099866427824199
1452743612258351158,Centro Storico,43.7818274,11.2588575,Private room,221.0,0,0,f,8.0,3.0,5.0,,t,5.3981627015177525
1452764117254839107,Centro Storico,43.7749126,11.2627433,Entire home/apt,84.0,5,5,f,2.0,1.0,1.0,3.8,t,4.430816798843313
1452779529507793249,Centro Storico,43.7701444,11.2657597,Entire home/apt,800.0,3,3,f,6.0,3.0,6.0,4.33,t,6.684611727667927
1452834962583582503,Gavinana Galluzzo,43.76103699999999,11.2830709,Entire home/apt,126.0,0,0,f,4.0,2.0,2.0,,t,4.836281906951478
1452861171589939581,Centro Storico,43.77398,11.24644,Entire home/apt,99.0,2,2,t,2.0,1.0,1.0,5.0,f,4.59511985013459
1452887125337877089,Rifredi,43.78554,11.25334,Private room,99.0,5,5,,2.0,1.0,1.0,4.8,t,4.59511985013459
1452896704060807988,Centro Storico,43.7663898,11.2488922,Entire home/apt,167.0,2,2,f,6.0,3.0,4.0,5.0,t,5.117993812416755
1452901355256562156,Rifredi,43.7871,11.25536,Private room,99.0,3,3,,2.0,1.0,1.0,4.33,t,4.59511985013459
1452975709110818447,Centro Storico,43.7601402,11.2677069,Entire home/apt,162.0,1,1,t,3.0,1.0,2.0,5.0,t,5.087596335232384
1453467967139341796,Centro Storico,43.77489,11.24767,Private room,110.0,10,10,f,2.0,1.0,1.0,4.3,t,4.700480365792417
1453570169397751528,Centro Storico,43.77118,11.25276,Entire home/apt,119.0,6,6,,2.0,1.0,1.0,4.83,t,4.77912349311153
1453635772581430916,Centro Storico,43.77649,11.24242,Private room,135.0,0,0,,2.0,1.0,1.0,,t,4.90527477843843
1453652084979845225,Centro Storico,43.7685707,11.2539478,Entire home/apt,299.0,6,6,f,8.0,3.0,4.0,4.83,t,5.700443573390687
1453715134400517640,Isolotto Legnaia,43.7666029,11.1918555,Entire home/apt,113.0,2,2,f,4.0,2.0,3.0,5.0,f,4.727387818712341
1454162801966364471,Campo di Marte,43.7789312,11.2746983,Entire home/apt,98.0,3,3,f,5.0,3.0,3.0,4.67,f,4.584967478670572
1454185536298595152,Gavinana Galluzzo,43.73684,11.22576,Entire home/apt,152.0,0,0,f,2.0,1.0,2.0,,f,5.0238805208462765
1454208965257230694,Gavinana Galluzzo,43.73767,11.22631,Entire home/apt,202.0,0,0,f,4.0,2.0,3.0,,f,5.308267697401205
1454247437644078460,Campo di Marte,43.7785467,11.2925421,Entire home/apt,128.0,0,0,f,5.0,3.0,5.0,,f,4.852030263919617
1454369290227951614,Centro Storico,43.7726401,11.245184,Entire home/apt,141.0,18,18,f,5.0,2.0,3.0,4.67,t,4.948759890378168
1454453385956679034,Centro Storico,43.7741277,11.2638134,Entire home/apt,8000.0,0,0,f,5.0,2.0,3.0,,t,8.987196820661973
1454858910965144217,Campo di Marte,43.77434284920118,11.298766259862646,Entire home/apt,129.0,1,1,f,6.0,3.0,5.0,5.0,f,4.859812404361672
1454881558653172664,Centro Storico,43.7719977,11.2652987,Entire home/apt,200.0,1,1,f,3.0,1.0,1.0,5.0,t,5.298317366548036
1454914586369221523,Centro Storico,43.7803416,11.252702,Entire home/apt,212.0,0,0,f,4.0,2.0,4.0,,t,5.356586274672012
1454940123635752569,Centro Storico,43.77240511203099,11.26264629617325,Entire home/apt,115.0,5,5,f,3.0,1.0,2.0,4.6,f,4.74493212836325
1454965017815555236,Isolotto Legnaia,43.7718763,11.2209485,Entire home/apt,88.0,0,0,f,6.0,1.0,4.0,,t,4.477336814478207
1454966415715092634,Centro Storico,43.77694,11.25401,Entire home/apt,149.0,9,9,f,4.0,2.0,2.0,4.78,f,5.003946305945459
1454972138791573103,Centro Storico,43.7816949,11.2613421,Entire home/apt,313.0,3,3,f,6.0,3.0,3.0,4.67,t,5.746203190540153
1454998961610590368,Centro Storico,43.7767230027911,11.258412648410054,Entire home/apt,400.0,8,8,f,4.0,1.0,1.0,4.0,t,5.991464547107982
1455003970900775350,Centro Storico,43.772692,11.2496605,Entire home/apt,243.0,2,2,f,6.0,2.0,2.0,5.0,t,5.493061443340548
1455018200898348411,Centro Storico,43.77269,11.24966,Entire home/apt,162.0,0,0,f,4.0,2.0,2.0,,t,5.087596335232384
